State,District,Latitude,Longitude,District code,Population,Households with Internet,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,sex ratio,Literacy Rate
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,757483,313358,88804,12070,163836,1165505,155681,945,812,177,9991,42,205450,172925,151108,87349,57625,70870,14384,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,1670829,501311,87889,22776,394528,2342076,327583,1122,356,177,4050,15,369959,438872,367412,282595,200430,181282,19321,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,616517,124080,97823,9443,188483,996562,30479,1284,572,114,6829,56,117971,147381,110385,58213,30724,27076,5251,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,772165,326083,113426,16004,193648,1243527,153146,754,378,122,22458,30,237191,190750,154825,91853,64431,67155,9919,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,1702637,539106,302968,33535,490174,2869976,104307,7406,4278,209,78647,373,442946,386075,277392,164290,102085,142672,20010,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,1129654,1156,3094,19541,555901,1410852,178807,15792,53027,2643,46927,366,86484,219061,260094,267825,235187,246988,18644,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,395043,107312,166837,13564,72138,708397,7942,37403,104,88,65,42,60697,134123,113437,96860,53934,57524,16126,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,167207,516445,720331,801050,464207,905515,67277,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,1890095,80217,230026,50085,1207622,3044145,211035,190314,1112,435,3284,237,220388,466745,523563,526165,273098,440520,53709,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,1436034,165170,539412,32027,433271,2391675,123749,83334,401,236,1280,138,169844,412237,418769,386652,186394,227530,67411,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,755673,201328,267345,15341,267156,1452956,38304,14089,164,39,37,87,129778,240222,221194,177877,103367,112592,26069,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,1054620,165405,467959,30829,440962,1879494,105012,169945,313,256,71,138,207751,386421,372636,282628,153100,163050,29443,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,1055971,178170,370212,54322,593069,2115455,76098,55899,435,148,639,157,175017,345914,319484,269016,155344,215514,30391,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,183054,535947,608188,634172,312208,526886,67354,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,1190754,15610,72867,35789,555354,909872,78590,876299,160,438,156,10,134236,331559,314029,322511,226312,254107,43034,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,76629,190229,167466,146666,77874,85595,14951,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,1683620,92719,372828,47293,841792,2760502,168881,97711,520,199,1532,305,234611,525151,532616,453509,250285,363152,39350,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,944456,67482,345057,11555,247900,1435072,128617,47579,184,450,963,110,136593,323359,313357,249630,122350,125639,35762,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,123573,297179,247516,214836,126468,169206,21582,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,85210,106751,85101,71650,41447,44025,9189,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,856652,209270,305149,13941,233333,1428784,114194,72850,119,81,32,293,97231,283299,270046,251855,121706,111731,31315,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,750468,173767,153874,25228,250108,1047411,208038,91139,154,86,29,36,246909,293886,236511,189132,105978,97405,16785,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,188672,571061,518763,457866,242306,296399,60365,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,718930,141003,199563,14656,264949,1186078,74310,75481,150,80,109,24,101778,216931,236700,199263,103903,115894,23941,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,1431811,129913,415361,31200,397605,2075870,190814,133971,231,795,1256,148,138375,431983,419605,373111,178126,222410,49261,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,654257,38367,315161,14939,223175,1148990,56751,37574,152,79,28,74,90590,219747,213496,156676,95231,101147,14674,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,181452,461918,600731,622789,303091,451321,66378,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,724109,69883,295188,10440,164657,1132785,96092,33192,258,151,279,64,138960,250163,243773,203450,103908,99082,28166,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,203879,442688,423135,343955,174560,158041,36454,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,191963,721473,719731,641585,311434,308514,71127,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,992130,57153,208702,35298,649005,1822626,47838,67405,245,87,98,75,163264,398670,317054,230321,138306,167506,35156,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,222399,45956,42201,2870,64804,307120,8256,22940,175,39120,85,206,64515,84516,74015,21430,9157,6425,890,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,445280,49286,43977,7088,148316,507967,105737,44062,151,34717,307,70,129329,179547,158211,47160,22720,18419,3736,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,509156,85530,111332,6375,163608,736015,49258,39258,245,49420,106,808,129846,223185,204201,70173,31690,26870,5160,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,1027561,115175,156108,25163,401732,1512801,152791,53622,499,2128,362,430,248343,421485,451563,156277,88122,85405,13478,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,3028953,285471,234455,94184,775734,3922718,411313,10076,12057,4049,21508,384,600839,904836,647340,450571,317618,199395,20781,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,2499528,281501,267197,78566,547097,2904140,729283,7635,5875,2582,2805,91,456870,491605,443958,334738,216997,172585,20498,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,3842484,474283,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,823863,934881,738076,596615,502826,428871,36764,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,1610490,213814,301120,58520,213944,1985654,401678,2536,869,1817,235,33,342667,392873,353570,247028,172872,194387,15458,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,937522,166731,151727,12533,111032,1273546,101963,1004,371,332,228,444,133123,291837,282449,168866,101542,79012,6531,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,3241881,425630,452055,115991,378356,3878626,718692,3810,719,5652,183,226,831966,1344726,879745,489060,312571,158303,8087,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,886353,124718,74500,20347,197130,917474,364583,1840,483,161,16139,25,139646,272939,215070,132197,79475,44164,3730,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,2335571,430227,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,447648,493760,215939,104762,65106,47690,7028,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,2220291,206228,384432,72194,356629,3004240,213440,4463,892,1595,233,64,436021,515010,443440,409484,323582,200434,20283,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,1388412,276614,328768,29916,124955,1333242,805975,3228,900,1866,198,87,379253,227932,122911,65516,40633,37109,2777,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,325773,415195,249238,114783,61702,63112,5728,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,533140,420824,350564,197780,132332,113799,12281,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,717585,641251,442110,272840,172554,146446,16806,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,470355,349221,324085,211477,162961,143642,13030,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,498971,827447,549594,255028,159528,148185,14658,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,2325911,332475,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,443641,540754,475146,338138,217882,151182,17796,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,295979,367768,276638,196240,135962,88299,7586,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,168472,174106,124256,69641,40266,35826,3660,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,602403,473097,449571,372031,277548,194341,23334,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,238019,214091,201984,178434,119665,88607,8092,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,171216,292852,298700,195192,121283,118571,13400,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,356093,361114,347114,231129,176303,179996,18947,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,270550,330084,257279,184298,115069,110391,9368,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,409875,463642,376472,227119,134445,116445,10212,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,1736635,184595,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,324525,416295,368905,277163,166249,108627,11313,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,1079006,72668,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,201277,330623,283031,218587,194796,101645,5058,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,3161107,158868,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,534606,858286,797473,597661,475439,255949,26399,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,566504,691057,563310,449909,334003,186306,12795,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,678171,425584,305644,192664,144067,118176,8722,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,873031,618398,560246,425913,316166,273903,36253,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,741817,906861,510507,247265,138583,103523,9048,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,169207,327534,282919,167911,104699,106888,10399,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,665376,939616,769693,520111,353996,256398,25909,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,184997,370685,341371,186348,99814,92586,11783,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,251669,352835,230640,161282,164763,69522,3021,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,237853,283674,263749,175582,107628,95072,7194,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,235341,344866,341845,223529,157167,97740,5930,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,184229,253910,180825,146757,89011,45341,5115,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,836856,424892,367405,249265,170911,119625,11970,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,185575,202692,154118,61543,32237,34658,3535,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,489898,554301,552171,428121,378742,639260,52132,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,119002,141201,131165,60400,33810,37165,3926,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,234774,353287,319158,230731,144516,111696,12281,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,1706245,235886,179248,44453,381352,2310776,216933,3179,2872,883,2056,126,303291,420976,344961,233264,155937,103102,10262,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,344570,410737,320743,256784,209493,150462,15771,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,412280,495861,469403,359944,254337,275076,36096,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,361642,421577,340261,232189,177109,140668,17680,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,3354195,368638,338384,88733,622056,2488265,2248392,13157,7555,1260,2426,382,635957,725118,492338,296210,186311,186489,23372,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,826387,780470,531913,281747,148770,98691,5608,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,294135,281158,240057,117838,77602,66129,9713,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,142397,111276,70969,35206,21854,19109,2137,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,427626,558350,456752,332742,238011,197846,20047,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,540661,538301,477689,270775,182823,153041,15662,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,278477,374898,171242,85117,51703,43839,3169,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,474060,600668,431491,256510,163463,154153,10083,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,341757,290532,205875,129442,86528,63506,8882,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,451571,476064,315873,158430,96308,87355,8885,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,3061390,571097,473554,70971,306980,3555450,893725,6579,11611,2663,1410,79,714304,656401,482220,221898,136383,127750,8775,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,1132160,141007,371261,29417,188714,1738769,103567,3963,1649,1747,487,1907,306218,297226,212565,120822,82614,63846,9357,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,2554485,338890,501634,85785,316323,3119590,650261,4453,1629,9989,426,336,460210,637015,526973,306046,188848,176414,15277,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,1983623,450123,332663,49243,292715,2732016,363453,3574,1204,920,240,31,501457,512965,415378,240024,136688,101934,7173,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,2456133,197952,182146,168764,671846,3107681,546987,7696,3309,1146,1898,298,467782,608174,557052,447926,351391,281652,34841,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,324295,207617,10274,4312,76008,611250,7752,1895,256,201,31,6,90864,120029,115810,76148,53026,37742,2263,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,136260,85125,8985,2991,26537,257509,1440,397,46,102,7,16,38113,47788,50340,31224,20785,10900,675,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,210665,121157,3845,5384,50554,385818,4395,428,323,190,11,23,47447,68435,67519,47703,32557,27168,2367,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,160082,59993,4032,1570,33971,249563,8693,870,336,24,28,6,36127,48093,45766,23610,18360,15110,1317,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,266949,137332,5432,6055,67671,475105,6015,1401,260,185,13,30,63591,87585,90983,56591,42086,28375,2237,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,338489,187121,8129,4021,81171,609835,7374,656,290,32,91,109,72163,103462,95417,74008,58434,30704,2073,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,1057444,122686,165250,26396,277126,1104452,372267,6064,162768,505,738,159,179602,302653,232381,169274,113661,111062,11786,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,172810,117264,4387,3122,32503,324859,3554,353,167,563,74,105,43442,46625,47640,30901,24989,18882,981,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,2130454,309723,647374,61386,447737,3033581,290450,3865,386,260,2904,260694,450029,545200,686924,261478,143882,133465,20379,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,4806312,342166,973182,124558,1471345,6008472,1599764,21220,16675,1602,1674,44968,800473,1437198,1605634,698251,405935,439823,62616,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,2170801,227254,611510,65062,427777,2181515,1298054,10906,582,258,1152,6051,417769,661190,622372,245201,122865,115743,15205,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,973289,193276,279932,32290,197489,1232850,412788,24794,276,148,323,2786,247675,323965,327064,135556,63286,52345,5190,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,1163097,76178,66041,16579,524928,1366681,105086,141848,2032,209240,1840,15523,183479,344865,402415,176129,113905,110193,12851,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,3030184,80575,181662,297774,1259834,3535844,1270641,8666,4380,1258,9699,1265,516323,1059842,1084155,446743,284481,304594,37027,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,3366275,259680,583380,111828,1197982,4574569,870204,7300,2662,1730,2160,49050,676265,1172797,1174912,515807,333658,380060,44252,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,2359936,214932,349672,30090,918216,3156781,445817,186279,2994,50676,1461,23816,455854,765613,814395,292056,150360,129393,18916,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,2700954,16039,12388,68438,1698875,3440290,926414,39758,13849,4771,21178,1452,255171,597841,820902,555529,425245,691804,89701,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,2450998,255182,545759,196687,540219,1914352,2045151,13209,747,359,639,7929,478902,629137,595551,238078,109719,92207,18330,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,7951,4513900,381076,842294,466007,900530,2359061,4707573,18102,766,348,3037,7429,837828,1428661,1210859,443254,230242,170051,25975,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,12787,3324993,308742,556134,169138,808593,3728482,1382682,33835,849,514,281,16893,605490,1093403,1052487,412193,236828,209562,25491,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,1680473,268800,492205,87560,401077,2373120,227249,8646,622,209,3052,309029,299355,480046,528068,177459,91807,77621,10072,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,1931508,257377,442328,37978,337943,1482943,1501170,16702,477,432,1324,1622,402590,488047,422777,163106,73395,59457,12723,94.0,50.0
