State,District,Latitude,Longitude,District code,Population,Households with Internet,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,sex ratio,Literacy Rate
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,576,295502,62823,188030,2594,41348,559848,22600,4413,147,80,373,2078,76197,146661,58188,52687,28396,14748,3451,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,737838,112809,206608,7173,265244,1225087,78669,5733,2459,601,13386,2823,145678,266733,140235,190861,112460,85041,26012,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,1293269,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,131,255905,601358,205420,283648,139773,71810,17958,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,788904,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66,168990,364667,78731,129584,57494,46355,11111,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,354280,65702,48964,2371,114132,549749,33565,500,248,91,515,38,50588,150643,71637,63458,25119,22458,5260,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,2325508,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,269,383780,913928,402240,540278,204306,266295,29924,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,1343711,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,52,214062,597667,211423,333650,198963,110817,24745,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,3527780,109549,325739,42040,2076214,5260193,660772,21052,5703,12902,112835,3920,566242,1332690,807021,896927,433651,379505,79862,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,1032768,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,128,234873,482679,165406,172947,61164,58389,14501,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,110034,64561,40486,1172,12038,203545,3593,20029,69,32,39,560,43639,59954,17736,14872,7560,3490,2215,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,2472153,312126,570361,17680,793306,3713941,384579,23813,9340,2069,27650,1124,396624,865726,457662,504732,268451,314960,60177,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,962433,147569,183025,11833,400818,1571147,94034,19661,1589,913,13809,1417,165459,303197,171712,212318,123281,90912,26987,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,756211,52871,57293,15753,246222,955096,22143,3705,138202,381,4845,110,89558,170110,161844,163544,97980,91472,18727,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,1011439,288543,103788,14855,215820,1611031,15515,873,2401,254,1016,26,186145,223049,198307,218631,148995,104875,13786,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,249,137902,220384,198551,282666,178846,259933,27864,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,572928,132250,97997,6558,132278,779243,8360,996,150969,171,1172,530,103541,136663,99948,93526,61476,37741,9504,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,969716,56046,27097,18228,443345,1408801,70842,9725,15097,944,7451,254,126920,177453,175370,219200,150120,233402,41366,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,1052310,261120,144213,16097,270191,1701061,21650,1945,12270,334,3620,33,197303,230074,194595,202792,144626,105346,19031,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,631871,112389,44845,9254,160046,945693,8247,734,1042,105,645,22,90737,109829,115794,145258,97457,58826,9387,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,810730,230387,102071,9114,181850,1276669,23016,889,29103,172,2594,56,136892,185626,151682,154773,107994,64599,14277,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,700405,128016,85651,9450,150782,974520,8232,1769,87558,265,351,70,119345,158239,124682,117753,82297,51043,9111,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,989262,112288,133723,15311,254740,1341002,31650,2049,126207,532,1516,49,155839,231354,188040,183590,124790,101387,19186,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,627875,68908,85890,6726,175256,805175,15970,1943,140395,214,375,106,94530,145392,118107,120790,81964,71007,10999,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,583504,149146,38320,7639,143479,913251,5660,301,1737,75,644,15,94273,135849,126291,132765,94245,60296,10353,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,349814,26682,12827,9870,162100,490702,23451,2583,40951,1008,1626,90,45607,73584,60177,69163,48306,83256,8466,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,793119,72120,62358,15824,262016,1083936,86622,2261,25064,289,4647,99,118873,170565,143466,141473,91756,75774,10977,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,562605,102698,28215,9782,197032,889133,5713,701,1804,202,1525,12,81280,120860,122617,139646,95807,65143,9820,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,715237,95732,36568,8521,205146,1043887,8185,732,3916,200,3491,24,117097,150903,140782,168499,109596,100346,21134,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,793186,164297,147042,11952,178712,940255,9524,2186,338962,370,2256,624,141766,201349,153263,134559,83373,61620,16698,90.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,225045,196665,9193,4521,83656,479782,32455,1559,2745,1740,57,14,56272,96789,67653,64515,40440,15506,3252,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,9,37327,71107,72114,91184,64363,35620,5263,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,159593,238344,211029,103334,59914,59612,4094,86.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,212837,147103,8824,3347,82657,449412,3711,243,591,95,293,9,37327,71107,72114,91184,64363,35620,5263,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,660630,130314,181449,19876,112016,1010014,91269,814,196,74,41,273,159593,238344,211029,103334,59914,59612,4094,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,834905,303007,54849,15662,301652,1461140,19797,3023,8929,14511,194,208,127699,243617,223099,284124,192936,91236,13577,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,27848,32995,2537,944,19797,64732,448,485,249,18086,29,45,9400,13749,11437,11140,7871,5118,713,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,168819,197141,12372,2707,56864,415669,2974,1568,1396,15377,94,83,48384,77363,61854,58122,39081,23168,2377,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,427106,387944,15822,7134,161771,981412,9460,876,4081,2628,43,86,100052,159043,132147,180188,128549,54139,9350,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,383084,249786,26114,7967,147059,791449,11810,2025,4047,3262,185,197,69967,113536,113305,141490,95341,80414,9748,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,249772,182958,10730,5313,81082,476830,33215,577,15501,2645,236,86,57853,100123,78103,67080,38282,23352,4048,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,281583,141267,10283,4969,142218,548579,14678,1452,13926,574,591,110,50331,89407,83992,95232,59363,36803,8280,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,305827,84800,19604,3427,107515,480138,14275,390,26009,56,70,10,51838,87913,81256,105204,60626,32120,5511,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,258024,69947,12199,1932,67834,187621,220614,472,422,21,22,42,43794,47350,62719,48359,31416,12647,1846,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,1021336,68613,36873,10589,392547,1289240,107489,12104,114272,470,1987,321,135391,185962,253542,261852,159257,146501,30616,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,88929,8266,3763,1222,38622,10341,108239,604,1171,20126,28,4,12732,19083,20874,16938,9826,3077,408,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,416004,69533,21566,3952,105380,540063,64234,1828,9551,24,16,2,69396,82715,106411,91522,47694,24330,4504,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,372020,49746,34080,10615,93979,13840,535159,1109,9440,35,6,18,36201,54808,73991,67368,40931,31286,5897,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,315442,54264,31583,3930,71616,32604,431279,958,11188,83,10,2,55762,72024,69219,46062,29517,13962,1884,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,829641,12228,10408,20095,364457,42540,1177342,2746,12187,285,74,2,88911,173309,178723,176409,132727,121856,32114,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,311313,113020,11396,2641,116615,489044,59771,1962,3418,106,57,235,58567,80129,86008,55024,29657,17345,4030,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,1376962,137521,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,242467,338861,342646,232434,154076,116396,21157,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,645196,119297,188513,14210,75670,903179,116710,6565,888,35,129,12936,200861,161729,102033,63670,35342,21697,2046,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,940606,128656,209693,39361,173757,1165140,302626,6027,143,188,282,16067,217460,266292,190171,96331,54419,43979,6699,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,1839983,97118,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,317918,501453,449506,305054,186697,107382,14615,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,696663,193402,303084,23106,105187,1044726,106865,86404,234,267,162,78622,229157,229259,149009,69525,38383,25593,2697,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,751353,113561,328673,14487,114710,1104475,194680,17168,123,371,20,4591,207665,195565,147446,87844,46882,28144,2830,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,1409197,369913,362610,32544,271210,1856202,508586,14645,937,650,1503,59218,503261,443980,261309,146464,77540,55122,8449,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,761360,144603,307767,18719,81102,937126,289182,37795,97,128,115,47067,217607,190777,126766,79430,47395,30870,4002,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,537705,321272,97918,12771,55547,309563,51429,202449,221,531,23,457468,136719,242580,182260,82114,45613,23742,2913,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,464411,106008,135667,11547,73409,550560,164406,4419,520,118,783,68564,131150,132014,85745,40613,22995,14802,1578,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,413599,103693,142729,9205,57752,473049,69808,47653,120,128,16,133525,109491,121529,88787,46142,23885,13956,1017,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,240458,99780,80840,4449,36263,112378,95012,16770,51,33,15,235987,82873,84920,63545,38503,21987,13847,976,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,495838,105334,150028,19471,129751,410127,322963,75865,356,283,222,88760,100367,133770,79045,29934,15700,9822,1525,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,1226694,133585,380976,19911,178703,1683169,238295,6164,734,188,284,5681,303053,296937,231565,160964,100290,63595,7117,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,1771386,317487,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,361522,547583,495515,370847,247237,195181,28424,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,660365,109975,206902,43179,130146,628044,398243,83208,198,245,125,38426,146399,171416,110822,52248,28087,19832,2593,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,310933,158019,90232,8011,32383,201524,15103,306601,51,753,114,73930,82317,130068,97580,47836,24842,13674,1197,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,1071671,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,166,242336,385986,147397,171505,115095,82319,25791,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,100770,168165,126285,166677,82235,51015,10741,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,2673993,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,544564,1057297,609600,532584,279583,201884,56621,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,1335715,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,275785,529576,219702,203139,121453,89475,29367,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,1000692,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,188998,474921,194233,181076,105347,54900,12885,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,120705,66504,49859,1399,16763,245151,1617,2709,68,1649,15,3793,25597,22787,14170,7192,6755,3421,147,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,246391,430477,143199,182756,129109,96990,24569,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,114570,257550,160083,177585,96470,72420,12631,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,188329,332648,196470,217567,132435,75262,22078,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,242130,446793,206686,269748,154781,123863,32375,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,252596,383041,185530,227113,143453,137768,34302,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,121615,244640,112703,105150,63816,42053,12822,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,177860,579057,270622,290570,153746,104256,20492,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,182255,354480,232531,292369,147837,103152,27774,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,240925,430529,201965,158442,84357,55310,16830,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,51287,111562,75291,86232,54939,43225,8251,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,138015,289841,228422,225498,107929,71422,17961,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,2135,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,222140,357098,127605,113028,72243,43967,10431,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,145178,309476,226552,308624,157839,102838,19987,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,207091,537686,404565,452412,222230,212541,26834,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,147743,385673,163709,153346,82082,50463,14622,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,191641,385978,292481,251095,132138,111753,18036,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,270373,500593,386998,423738,213588,143735,30687,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,142493,286193,176260,178094,109663,107279,18444,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,28842,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,133039,334339,418953,573306,274789,198858,58096,110.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,88737,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,212263,446380,554817,702511,389793,429880,113133,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,8250,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,79149,166604,209398,261237,136428,86136,19252,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,204713,487016,491844,540383,308670,217203,40277,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,115476,268084,230416,238900,122657,76192,16585,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,31542,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,172247,406592,562529,595191,307950,233402,64052,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,117681,271496,373998,475724,280720,221350,52339,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,36791,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,247996,564392,647221,630818,351267,250117,53166,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,27909,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,415601,770417,814285,933793,392867,203779,41344,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,27162,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,249198,492864,608176,572412,232109,180540,36370,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,71621,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,206328,460690,642470,682156,389161,381782,76129,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,222627,445696,524387,821831,362657,338600,71535,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,4712,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,65326,144896,137227,184266,87042,51111,8786,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,402766,115448,130376,7051,93596,686524,21473,2132,606,86,1653,35434,113208,115716,93450,58536,42743,31646,3066,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,619,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,148647,117053,62802,51499,29551,22791,3466,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1712,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,290699,312640,235251,168635,126308,74213,7414,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1158,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,157337,137116,74067,59100,42649,30754,2581,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,2109,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,239114,232532,176325,140402,105696,82761,5876,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,202629,261162,199044,140743,96011,50222,8059,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,40788,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,229082,303171,287198,211371,178165,266618,30845,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,429508,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,99,107547,119468,69765,57058,42618,28237,4761,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,270951,236054,160310,112961,77787,59704,7837,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,3588,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,284113,336391,225747,215098,167946,112383,12141,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,197917,217296,150040,95032,64414,41158,5260,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,132176,131372,88949,73398,48978,34853,4262,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,3518,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,242508,225380,149522,125772,94403,55383,4991,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,262090,244058,164576,134279,99882,66721,6543,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,103002,113875,84065,49277,31104,15179,1674,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,726622,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,52,197902,157141,84560,79924,50724,42147,6451,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,235648,235924,204871,193082,166719,193947,23148,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,339486,68019,101256,6459,55245,527462,38640,683,676,93,1573,55,90059,87733,60757,46556,31939,27126,3469,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,763268,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,107,159703,183156,145076,119682,89589,84769,9279,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,2008502,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,720,428413,472233,384611,362209,300076,382658,36326,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,1457665,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,21010,267932,352284,313910,268333,222987,235072,24872,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,509927,329175,115649,5132,65165,960925,15733,38423,141,65,8871,388,98308,79781,40466,38236,28990,20240,1973,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,748168,112812,223902,31261,175899,1240650,37232,3158,1167,157,5342,2643,198447,207366,161727,112242,80935,53578,6658,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,495256,148931,318909,9453,82356,849518,16558,12450,436,297,1789,170533,156711,170994,115632,82166,58066,35476,4587,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,660688,281465,266350,8556,123352,1192588,125548,1120,849,242,19029,77,244891,217234,149219,109751,77219,52546,4956,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,1289977,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,92,288979,285682,228234,170254,115790,71005,8265,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,407385,175602,136330,4020,102730,741288,67324,1508,1110,224,14165,115,137656,127167,83189,69134,53465,42343,6119,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,584522,135445,198847,12201,85505,974748,35214,418,186,37,4734,218,171707,134936,99251,70359,47903,29795,3052,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,813759,138725,228151,17316,133646,1195235,120331,1725,2262,253,10637,190,237981,210402,144108,117908,69419,48384,4607,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,800211,285095,330820,12123,117565,1433879,106928,1243,460,121,1599,50,239738,174381,103464,96386,72316,51499,4799,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,764089,218692,305946,11928,154414,1267043,151071,3996,1353,175,29353,123,224715,194131,129392,111461,86507,67192,5868,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,1373160,258321,463506,50878,219241,2268838,85414,1964,832,986,655,232,344362,330131,312931,206274,180635,122371,11438,93.0,61.0
